"조서관리코드","프로젝트코드","지자체","조서유형(구분)","대분류","중분류","소분류","위치명","지역명","면적기정","면적증감코드","면적변경","면적변경후","결정고시관리코드"
"11000AGZ201512108496","11000PPL201507307553","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","성북구 정릉동 170-1","길음4재정비촉진구역(주택재개발사업)","12056","2","12056","","11000NTC201507307553"
"11000AGZ201512108497","11000PPL201411277340","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성북구 장위동 189-3 일대","장위7구역주택재개발정비구역","86880.7","1","41","86921.7","11000NTC201411277340"
"11000AGZ201512110266","11000PPL201501227391","서울특별시","신설","의제처리구역","정비구역","주택재건축사업","은평구 역촌동 2-45번지 일대","역촌2 주택재건축정비구역","","1","35919.9","35919.9","11000NTC201501227391"
"11000AGZ201512149193","11000PPL201507097531","서울특별시","신설","의제처리구역","정비구역","재개발사업구역","용산구 한강로2가 2-194번지 일대","(2구역)신용산역 북측 도시환경정비사업","","1","22380","22380","11000NTC201507097531"
"11000AGZ201512149194","11000PPL201507097531","서울특별시","신설","의제처리구역","정비구역","재개발사업구역","용산구 한강로2가 2-116호 일대","(1구역)신용산역 북측 도시환경정비사업","","1","14057","14057","11000NTC201507097531"
"11000AGZ201512149195","11000PPL201507097531","서울특별시","신설","의제처리구역","정비구역","재개발사업구역","","신용산역북촌도시환경정비구역","","1","37762","37762","11000NTC201507097531"
"11000AGZ201905210110","11000PPL201905210001","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 답십리동 98번지 일대","답십리 제18재정비 촉진구역","55386","","","55102.7","11230NTC201905210001"
"11000AGZ201110148050","11000PPL201108116202","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성북구 장위동 62-1 일대","장위4구역주택재개발사업","153454.2","2","195.5","153649.7","11000NTC201108116202"
"11000AGZ201312119102","11000PPL201311216998","서울특별시","신설","의제처리구역","정비구역","재개발사업구역","종로구 인사동 161번지 일대","리모델링 활성화구역","","1","33072.3","33072.3","11000NTC201311216998"
"11000AGZ201312119103","11000PPL201311216998","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","종로구 인사동 223번지 일대","공평구역","97498","2","2540.6","94957.4","11000NTC201311216998"
"11000AGZ198203101802","11000PPL198203104601","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","중구 순화동 7-2외 160필지","서대문제1구역제1지구","0","","","22059.2","11000NTC198203104601"
"11000AGZ198204261803","11000PPL198204264660","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업구역","성동구 행당동 122번지 일대","행당구역","0","","","91000","11000NTC198204264660"
"11000AGZ198204261804","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","관악구 신림동 산402번지 일대","신림제3구역","71600","","","45444","11000NTC198204264660"
"11000AGZ198204261805","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","관악구 봉천동 산101번지 일대","봉천제3구역","180255","","","137525","11000NTC198204264660"
"11000AGZ198204261806","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","도봉구 상계동 산162번지 일대","상계제1구역","136080","","","66080","11000NTC198204264660"
"11000AGZ198204261807","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","용산구 용산동2가 1-3번지 일대","용산제1구역","399900","","","382500","11000NTC198204264660"
"11000AGZ198204261808","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","용산구 이태원 258번지 일대","이태원구역","51520","","","18986","11000NTC198204264660"
"11000AGZ198204261809","11000PPL198204264660","서울특별시","폐지","의제처리구역","정비구역","도시환경정비사업구역","종로구 서빙고동 241-39번지 일대","서빙고제2구역","91000","","","0","11000NTC198204264660"
"11000AGZ198204261810","11000PPL198204264660","서울특별시","폐지","의제처리구역","정비구역","도시환경정비사업구역","강동구 거여동 228번지 일대","거여제4구역","8960","","","0","11000NTC198204264660"
"11000AGZ198204261811","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","용산구 보광동 265번지 일대","보광구역","111100","","","45942","11000NTC198204264660"
"11000AGZ198204261812","11000PPL198204264661","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업구역","서울특별시 종로구 장사동, 예지동, 산림동, 주교동 및 중구 을지로4가, 인현동2가, 예관동, 충무로4,5가 일부지역","서울세운상가재개발구역","0","","","153390","11000NTC198204264661"
"11000AGZ198204261813","11000PPL198204264660","서울특별시","폐지","의제처리구역","정비구역","도시환경정비사업구역","서대문구 홍제동 7번지 일대","홍제제7구역","17500","","","0","11000NTC198204264660"
"11000AGZ198204261814","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 상도동 55번지 일대","상도제4구역","89400","","","11646","11000NTC198204264660"
"11000AGZ198204261815","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","서대문구 남가좌동 105번지 일대","남가좌제3구역","47710","","","3430","11000NTC198204264660"
"11000AGZ198204261816","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","용산구 도원동 4-13번지 일대","도원구역","67300","","","11160","11000NTC198204264660"
"11000AGZ198204261817","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","서대무구 홍제동 21번지 일대","홍제제4구역","89800","","","40000","11000NTC198204264660"
"11000AGZ198204261818","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성북구 돈암동 산16번지일대","돈암제3구역","262700","","","239100","11000NTC198204264660"
"11000AGZ198204261819","11000PPL198204264660","서울특별시","폐지","의제처리구역","정비구역","도시환경정비사업구역","종로구 삼청동 산2-10번지 일대","삼청제2구역","23752","","","0","11000NTC198204264660"
"11000AGZ198204261820","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 사당동 산12번지 일대","사당제4구역","185300","","","104782","11000NTC198204264660"
"11000AGZ198204261821","11000PPL198204264660","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","성동구 사근동 309번지 일대","사근구역","20400","","","0","11000NTC198204264660"
"11000AGZ198204261823","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","도봉구 상계동 산152번지 일대","상계제2구역","133400","","","102400","11000NTC198204264660"
"11000AGZ198204261824","11000PPL198204264660","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","영등포구 신길동 249번지 일대","신길제2구역","163100","","","158183","11000NTC198204264660"
"11000AGZ198402112076","11000PPL198402115833","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","중구 을지로 1가 1-1번지 일대","제2지구","1816","","","1936.5","11000NTC198402115833"
"11000AGZ198402112077","11000PPL198402115833","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","마포구 도화동 16-58일대","마포로1-11도시환경정비지구","5008","","","5406.1","11000NTC198402115833"
"11000AGZ198402112078","11000PPL198402115833","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 무교동 1-4일대","무교7도시환경정비지구","1092.7","","","1092.7","11000NTC198402115833"
"11000AGZ198402112079","11000PPL198402115833","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 을지로 1가 19번지일대","을지로1가1-2도시환경정비지구","2679","","","595","11000NTC198402115833"
"11000AGZ198402112080","11000PPL198402115833","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 다동 88번지 일대","다동17도시환경정비지구","1449","","","1474","11000NTC198402115833"
"11000AGZ198402112081","11000PPL198402115833","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","종로구 서린동 70번지일대","제10지구","1353","","","1347.9","11000NTC198402115833"
"11000AGZ198402112082","11000PPL198402115833","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","내자동 225일대","적선1도시환경정비지구","2080","","","2089.2","11000NTC198402115833"
"11000AGZ198402112083","11000PPL198402115833","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","마포구 공덕동 275번지일대","마포로2-4도시환경정비지구","3600","","","3687","11000NTC198402115833"
"11000AGZ198402112084","11000PPL198402115833","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","서대문구 충정로 3가 306일대","마포로5-5도시환경정비지구","2814","","","2405.7","11000NTC198402115833"
"11000AGZ198402112085","11000PPL198402115833","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","서대문구 충정로 3가 220-1 일대","제8지구","3677","","","3766.5","11000NTC198402115833"
